goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,색감,보온성,퀄리티_점수,보온성_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대,색감_편차,색감_편차절대,리뷰내용_clean,리뷰내용_norm,laugh_count,cry_count,exclamation_count,question_count,emoji_count,has_repetition,text_length_orig,한글_글자수,전체_글자수,is_valid_for_topic
994588,84537780,general,단호한서울등산화,한 번 빨았는데도 별로 주름지지 않습니다. 아주 한여름빼면 봄부터 가을까지 아주 잘 입을 것 같습니다,5.0,False,S(린넨),169.0,51.0,여성,2026-05-17 20:00:17,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,S,(린넨),2026,5,17,일,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,,3.0,,,,4.0,0.0,0.0,0.0,0.0,,,한 번 빨았는데도 별로 주름지지 않습니다. 아주 한여름빼면 봄부터 가을까지 아주 잘 입을 것 같습니다,한번빨았는데도별로주름지지않습니다아주한여름빼면봄부터가을까지아주잘입을것같습니다,0,0,0,0,0,False,56,41,56,True
994588,84528115,general,안전한쿠바비즈,린넨소재라 얇을줄 알았는데 생각보다 두꺼워요 무게감도 있구요,4.0,False,M(린넨),173.0,77.0,여성,2026-05-17 14:26:05,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,M,(린넨),2026,5,17,일,4,응답,정사이즈,화면과 비슷,좋음,약간 있음,,,,,4.0,,,,3.0,0.0,0.0,0.0,0.0,,,린넨소재라 얇을줄 알았는데 생각보다 두꺼워요 무게감도 있구요,린넨소재라얇을줄알았는데생각보다두꺼워요무게감도있구요,0,0,0,0,0,False,33,27,33,True
994588,84511736,style,Sential,"딱 정석 느낌의 살짝 오버핏 셔츠라서 맘에 들고, 얇아서 여름에도 가능할 느낌? 근데 얇아서 방지턱은 하나 입어줘야 합니다요",5.0,False,L(옥스포드),180.0,80.0,남성,2026-05-16 20:43:15,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,L,(옥스포드),2026,5,16,토,5,응답,조금 큼,화면과 비슷,좋음,약간 있음,,,,,4.0,,,,3.0,1.0,1.0,0.0,0.0,,,"딱 정석 느낌의 살짝 오버핏 셔츠라서 맘에 들고, 얇아서 여름에도 가능할 느낌? 근데 얇아서 방지턱은 하나 입어줘야 합니다요",딱정석느낌의살짝오버핏셔츠라서맘에들고얇아서여름에도가능할느낌근데얇아서방지턱은하나입어줘야합니다요,0,0,0,1,0,False,69,50,69,True
994588,84495846,general,뜨뜨악거,좋아요 데일리로 입기 좋아요 박시하게 입기도 좋고 추천합니달,3.0,False,L(옥스포드),165.0,52.0,여성,2026-05-16 12:13:37,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,(옥스포드),2026,5,16,토,3,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,좋아요 데일리로 입기 좋아요 박시하게 입기도 좋고 추천합니달,좋아요데일리로입기좋아요박시하게입기도좋고추천합니달,0,0,0,0,0,False,33,26,33,True
994588,84483578,general,Mmlnl,흰색이라 무난하게 이뻐요 셔츠가 되게 크긴하네요,5.0,False,M(옥스포드),172.0,70.0,남성,2026-05-15 20:58:00,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,(옥스포드),2026,5,15,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,흰색이라 무난하게 이뻐요 셔츠가 되게 크긴하네요,흰색이라무난하게이뻐요셔츠가되게크긴하네요,0,0,0,0,0,False,26,21,26,True
994588,84483574,style,Mmlnl,흰색이라 무난하게 이뻐요 셔츠가 되게 크긴하네요,5.0,False,M(옥스포드),172.0,70.0,남성,2026-05-15 20:57:48,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,(옥스포드),2026,5,15,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,흰색이라 무난하게 이뻐요 셔츠가 되게 크긴하네요,흰색이라무난하게이뻐요셔츠가되게크긴하네요,0,0,0,0,0,False,26,21,26,True
994588,84479710,style,닭날개한조각,다른건 다 좋은데 생각했던 것보다 조금 두껍긴 합니다,5.0,False,L(린넨),185.0,85.0,남성,2026-05-15 18:14:49,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,(린넨),2026,5,15,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,다른건 다 좋은데 생각했던 것보다 조금 두껍긴 합니다,다른건다좋은데생각했던것보다조금두껍긴합니다,0,0,0,0,0,False,29,22,29,True
994588,84479694,general,닭날개한조각,다른건 다 좋은데 생각했던 것보다 조금 두껍긴 합니다,5.0,False,L(린넨),185.0,85.0,남성,2026-05-15 18:14:29,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,L,(린넨),2026,5,15,금,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,다른건 다 좋은데 생각했던 것보다 조금 두껍긴 합니다,다른건다좋은데생각했던것보다조금두껍긴합니다,0,0,0,0,0,False,29,22,29,True
994588,84473617,general,Slapw,구김도 걱정보다작고 사이즈나 핏도 좋았습니다!!,5.0,False,L(린넨),184.0,79.0,남성,2026-05-15 14:25:07,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,L,(린넨),2026,5,15,금,5,응답,정사이즈,화면과 비슷,좋음,약간 있음,,,,,4.0,,,,3.0,0.0,0.0,0.0,0.0,,,구김도 걱정보다작고 사이즈나 핏도 좋았습니다!!,구김도걱정보다작고사이즈나핏도좋았습니다,0,0,2,0,0,False,26,20,26,True
994588,84452159,general,탸파,딱 평범한 옥스포드셔츠입니다. 가장 무난하니 사두세요,5.0,False,M(옥스포드),172.0,60.0,남성,2026-05-14 18:47:18,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,M,(옥스포드),2026,5,14,목,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,딱 평범한 옥스포드셔츠입니다. 가장 무난하니 사두세요,딱평범한옥스포드셔츠입니다가장무난하니사두세요,0,0,0,0,0,False,29,23,29,True
994588,84441860,general,존경받는파리룩북,세탁해도 구김이 적고 실루엣을 잘 잡아줘서 다시 구매했습니다,4.0,False,L(옥스포드),176.0,69.0,남성,2026-05-14 12:38:08,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,L,(옥스포드),2026,5,14,목,4,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,,3.0,,,,4.0,0.0,0.0,0.0,0.0,,,세탁해도 구김이 적고 실루엣을 잘 잡아줘서 다시 구매했습니다,세탁해도구김이적고실루엣을잘잡아줘서다시구매했습니다,0,0,0,0,0,False,33,26,33,True
994588,84439251,general,패피는강아지,두께감 적당하고 핏 깔끔하고 좋아요. 자주 사고 싶네요. 몇 장 더 사두려고요.,5.0,False,M(린넨),172.0,78.0,남성,2026-05-14 10:51:37,사이즈: 매우 작음 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 약간 있음,False,0,filluminate,상의,M,(린넨),2026,5,14,목,5,응답,매우 작음,화면과 비슷,매우 좋음,약간 있음,,,,,5.0,,,,3.0,-2.0,2.0,0.0,0.0,,,두께감 적당하고 핏 깔끔하고 좋아요. 자주 사고 싶네요. 몇 장 더 사두려고요.,두께감적당하고핏깔끔하고좋아요자주사고싶네요몇장더사두려고요,0,0,0,0,0,False,44,30,44,True
994588,84439043,general,뭉구보리,옥스포드랑 린넨 두가지 다 구매했는데 큰 차이는 없어요,5.0,False,L(옥스포드),170.0,53.0,여성,2026-05-14 10:42:43,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,(옥스포드),2026,5,14,목,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,옥스포드랑 린넨 두가지 다 구매했는데 큰 차이는 없어요,옥스포드랑린넨두가지다구매했는데큰차이는없어요,0,0,0,0,0,False,30,23,30,True
994588,84439037,general,뭉구보리,옥스포드랑 린넨 두가지 다 구매했는데 큰 차이는 없어요,5.0,False,L(린넨),170.0,53.0,여성,2026-05-14 10:42:28,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,(린넨),2026,5,14,목,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,옥스포드랑 린넨 두가지 다 구매했는데 큰 차이는 없어요,옥스포드랑린넨두가지다구매했는데큰차이는없어요,0,0,0,0,0,False,30,23,30,True
994588,84416490,general,경쾌한체코마린룩,반드시 받기전에 확정누르기전 확인필수!! 꼭 당부,4.0,False,L(린넨),178.0,76.0,missing,2026-05-13 16:01:43,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 많음,True,0,filluminate,상의,L,(린넨),2026,5,13,수,4,응답,정사이즈,화면과 비슷,좋음,많음,,,,,4.0,,,,2.0,0.0,0.0,0.0,0.0,,,반드시 받기전에 확정누르기전 확인필수!! 꼭 당부,반드시받기전에확정누르기전확인필수꼭당부,0,0,2,0,0,False,27,20,27,True
994588,84416438,style,경쾌한체코마린룩,린넨특유의 선인진 모르겠는데 받자마자 확인했어야함 펜같은걸로 긁은 선같은게 있음,3.0,False,L(린넨),178.0,76.0,missing,2026-05-13 16:00:09,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 많음,True,0,filluminate,상의,L,(린넨),2026,5,13,수,3,응답,조금 큼,화면과 비슷,보통,많음,,,,,3.0,,,,2.0,1.0,1.0,0.0,0.0,,,린넨특유의 선인진 모르겠는데 받자마자 확인했어야함 펜같은걸로 긁은 선같은게 있음,린넨특유의선인진모르겠는데받자마자확인했어야함펜같은걸로긁은선같은게있음,0,0,0,0,0,False,44,36,44,True
994588,84407568,general,야망있는마포키링,옥스포드 셔츠 필요해서 샀는데 너무 잘 산 것 같아요 좀 커서 소먀는 접고 다니든가 해야 할 것 같지만 맘에 쏙 들어요,5.0,False,S(옥스포드),157.0,52.0,여성,2026-05-13 10:29:21,사이즈: 많이 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 많음,False,0,filluminate,상의,S,(옥스포드),2026,5,13,수,5,응답,많이 큼,화면과 비슷,매우 좋음,많음,,,,,5.0,,,,2.0,2.0,2.0,0.0,0.0,,,옥스포드 셔츠 필요해서 샀는데 너무 잘 산 것 같아요 좀 커서 소먀는 접고 다니든가 해야 할 것 같지만 맘에 쏙 들어요,옥스포드셔츠필요해서샀는데너무잘산것같아요좀커서소먀는접고다니든가해야할것같지만맘에쏙들어요,0,0,0,0,0,False,66,46,66,True
994588,84386829,general,화려한뉴욕백팩,저렴한 가격에 이정도 퀄리티 마음에 듭니다 다음에도 구매하겠습니다,5.0,False,XL(옥스포드),181.0,90.0,여성,2026-05-12 18:03:29,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,XL,(옥스포드),2026,5,12,화,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,저렴한 가격에 이정도 퀄리티 마음에 듭니다 다음에도 구매하겠습니다,저렴한가격에이정도퀄리티마음에듭니다다음에도구매하겠습니다,0,0,0,0,0,False,36,29,36,True
994588,84374327,general,sedede,기대 이상으로 만족스러운 제품이에요 정말로 너무 좋아요,5.0,False,L(린넨),173.0,65.0,여성,2026-05-12 09:00:38,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,(린넨),2026,5,12,화,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,기대 이상으로 만족스러운 제품이에요 정말로 너무 좋아요,기대이상으로만족스러운제품이에요정말로너무좋아요,0,0,0,0,0,False,30,24,30,True
994588,84368365,general,계획없는케냐바지,레이어드용으로 좋고 와이드바지랑도 잘어울려요,5.0,False,L(옥스포드),188.0,75.0,missing,2026-05-11 22:35:31,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,L,(옥스포드),2026,5,11,월,5,응답,조금 큼,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,1.0,1.0,0.0,0.0,,,레이어드용으로 좋고 와이드바지랑도 잘어울려요,레이어드용으로좋고와이드바지랑도잘어울려요,0,0,0,0,0,False,24,21,24,True
994588,84360807,general,위험한발리셋업,출근룩으로 베스트에요 2개 더살껄 그랫어요!! 추천추천!,5.0,False,XL(린넨),183.0,85.0,남성,2026-05-11 17:53:58,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,XL,(린넨),2026,5,11,월,5,응답,조금 큼,화면과 비슷,좋음,약간 있음,,,,,4.0,,,,3.0,1.0,1.0,0.0,0.0,,,출근룩으로 베스트에요 2개 더살껄 그랫어요!! 추천추천!,출근룩으로베스트에요2개더살껄그랫어요추천추천,0,0,3,0,0,False,31,22,31,True
994588,84356027,general,atlantishsk7,보통의 린넨셔츠는 엄청 가볍고 구김이 심한데 작당한 무게감에 구김도 적어서 입기 좋습니다.,5.0,False,L(린넨),177.0,80.0,남성,2026-05-11 14:26:30,사이즈: 정사이즈 / 화면 대비 색감: 밝음 / 퀄리티: 매우 좋음 / 구김: 약간 있음,False,0,filluminate,상의,L,(린넨),2026,5,11,월,5,응답,정사이즈,밝음,매우 좋음,약간 있음,,,,,5.0,,,,3.0,0.0,0.0,1.0,1.0,,,보통의 린넨셔츠는 엄청 가볍고 구김이 심한데 작당한 무게감에 구김도 적어서 입기 좋습니다.,보통의린넨셔츠는엄청가볍고구김이심한데작당한무게감에구김도적어서입기좋습니다,0,0,0,0,0,False,50,38,50,True
994588,84352704,general,라이크라이언,재질 및 디자인이 너므 좋습니다. 다음에 또 구매 예정입니,5.0,False,M(옥스포드),173.0,80.0,남성,2026-05-11 11:50:25,사이즈: 매우 작음 / 화면 대비 색감: 매우 밝음 / 퀄리티: 매우 나쁨 / 구김: 많음,True,0,filluminate,상의,M,(옥스포드),2026,5,11,월,5,응답,매우 작음,매우 밝음,매우 나쁨,많음,,,,,1.0,,,,2.0,-2.0,2.0,2.0,2.0,,,재질 및 디자인이 너므 좋습니다. 다음에 또 구매 예정입니,재질및디자인이너므좋습니다다음에또구매예정입니,0,0,0,0,0,False,32,23,32,True
994588,84352068,general,천사지지아,우선 덩치가커서 맞는게 잘 없는데 184 102 키로도 사이즈 좋습니다,5.0,False,XL(옥스포드),183.0,100.0,missing,2026-05-11 11:19:04,사이즈: 조금 큼 / 화면 대비 색감: 매우 밝음 / 퀄리티: 매우 좋음 / 구김: 거의 없음,False,0,filluminate,상의,XL,(옥스포드),2026,5,11,월,5,응답,조금 큼,매우 밝음,매우 좋음,거의 없음,,,,,5.0,,,,4.0,1.0,1.0,2.0,2.0,,,우선 덩치가커서 맞는게 잘 없는데 184 102 키로도 사이즈 좋습니다,우선덩치가커서맞는게잘없는데184102키로도사이즈좋습니다,0,0,0,0,0,False,39,24,39,True
994588,84340942,style,둔감한잠실셔츠,키 160인데 라지입었어요 엉덩이덮고  세탁해서 입었는데 주름이 펴지지가않았는데ㅜ 다리미질 한번 하고 입는걸 추천해요 봄에 입기 딱 좋았어요  5월인 지금 입기엔 좀 답답하더라구요,5.0,False,L(옥스포드),160.0,75.0,여성,2026-05-10 21:37:42,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,10,filluminate,상의,L,(옥스포드),2026,5,10,일,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,0.0,0.0,0.0,0.0,,,키 160인데 라지입었어요 엉덩이덮고 세탁해서 입었는데 주름이 펴지지가않았는데ㅜ 다리미질 한번 하고 입는걸 추천해요 봄에 입기 딱 좋았어요 5월인 지금 입기엔 좀 답답하더라구요,키160인데라지입었어요엉덩이덮고세탁해서입었는데주름이펴지지가않았는데다리미질한번하고입는걸추천해요봄에입기딱좋았어요5월인지금입기엔좀답답하더라구요,0,1,0,0,0,False,100,72,98,True
﻿3791891,84537379,general,맑은강남가을뮤트,데일리로 입기 좋은을거 같고 통풍도 잘되서 여름에 입가 좋을거 같아요,5.0,False,XL,177.0,64.0,남성,2026-05-17 19:45:17,사이즈: 조금 큼 / 화면 대비 색감: 어두움 / 퀄리티: 좋음 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,5,17,일,5,응답,조금 큼,어두움,좋음,약간 있음,,,,,4.0,,,,3.0,1.0,1.0,-1.0,1.0,,,데일리로 입기 좋은을거 같고 통풍도 잘되서 여름에 입가 좋을거 같아요,데일리로입기좋은을거같고통풍도잘되서여름에입가좋을거같아요,0,0,0,0,0,False,38,29,38,True
3791891,84530017,general,고마운민트팔찌,"전반적으로 품질관련 크게 흠잡을 만한 건 없으나, 상히 갈이가 짧은편임",3.0,False,XL,185.0,92.0,남성,2026-05-17 15:26:14,사이즈: 조금 작음 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,XL,,2026,5,17,일,3,응답,조금 작음,화면과 비슷,보통,거의 없음,,,,,3.0,,,,4.0,-1.0,1.0,0.0,0.0,,,"전반적으로 품질관련 크게 흠잡을 만한 건 없으나, 상히 갈이가 짧은편임",전반적으로품질관련크게흠잡을만한건없으나상히갈이가짧은편임,0,0,0,0,0,False,39,29,39,True
3791891,84523933,style,Basic,얇아서 여름에 입기 좋아요. 근데 세탁을 해도 내의에 셔츠 잔털이 묻어서 신경 쓰입니다. 그것만 빼면 좋아요,5.0,False,M,166.0,58.0,남성,2026-05-17 12:06:28,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,True,0,filluminate,상의,M,,2026,5,17,일,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,,3.0,,,,4.0,0.0,0.0,0.0,0.0,,,얇아서 여름에 입기 좋아요. 근데 세탁을 해도 내의에 셔츠 잔털이 묻어서 신경 쓰입니다. 그것만 빼면 좋아요,얇아서여름에입기좋아요근데세탁을해도내의에셔츠잔털이묻어서신경쓰입니다그것만빼면좋아요,0,0,0,0,0,False,60,43,60,True
3791891,84523451,general,Basic,할인된 가격에 샀었는데 한 2만원짜리 품질인 거 같아요. 여름에 살 타는 거 막을 정도로는 입을 수 있을 거 같아요. 세탁을 해도 흰옷에 잔털이 묻더어서 조금 불편하긴 합니다. 많이 세탁하면 사라질 거 같긴 해요. 사이즈가 잘 맞아서 다른 색상도 사고 싶긴 합니다.,5.0,False,M,166.0,58.0,남성,2026-05-17 11:48:33,사이즈: 조금 큼 / 화면 대비 색감: 어두움 / 퀄리티: 보통 / 구김: 거의 없음,True,0,filluminate,상의,M,,2026,5,17,일,5,응답,조금 큼,어두움,보통,거의 없음,,,,,3.0,,,,4.0,1.0,1.0,-1.0,1.0,,,할인된 가격에 샀었는데 한 2만원짜리 품질인 거 같아요. 여름에 살 타는 거 막을 정도로는 입을 수 있을 거 같아요. 세탁을 해도 흰옷에 잔털이 묻더어서 조금 불편하긴 합니다. 많이 세탁하면 사라질 거 같긴 해요. 사이즈가 잘 맞아서 다른 색상도 사고 싶긴 합니다.,할인된가격에샀었는데한2만원짜리품질인거같아요여름에살타는거막을정도로는입을수있을거같아요세탁을해도흰옷에잔털이묻더어서조금불편하긴합니다많이세탁하면사라질거같긴해요사이즈가잘맞아서다른색상도사고싶긴합니다,0,0,0,0,0,False,148,102,148,True
3791891,84490293,general,겸손한청계천진주,핏도 예쁘게 나오고 가격도 저렴해서 걍 사는게 이득 입니다,5.0,False,L,171.0,75.0,남성,2026-05-16 04:34:09,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 전혀 없음,False,0,filluminate,상의,L,,2026,5,16,토,5,응답,정사이즈,화면과 비슷,매우 좋음,전혀 없음,,,,,5.0,,,,5.0,0.0,0.0,0.0,0.0,,,핏도 예쁘게 나오고 가격도 저렴해서 걍 사는게 이득 입니다,핏도예쁘게나오고가격도저렴해서걍사는게이득입니다,0,0,0,0,0,False,32,24,32,True
3791891,84488539,general,Wo-,넘 예쁘고 좋아요 사이즈가 너무 잘나온거 같습니다,5.0,False,M,174.0,70.0,missing,2026-05-16 00:28:04,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,M,,2026,5,16,토,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,,3.0,,,,4.0,0.0,0.0,0.0,0.0,,,넘 예쁘고 좋아요 사이즈가 너무 잘나온거 같습니다,넘예쁘고좋아요사이즈가너무잘나온거같습니다,0,0,0,0,0,False,27,21,27,True
3791891,84467692,general,jina38,생각보다 많이 큽니다 그래도 디자인이나 마감등 괜찮은거같아요,5.0,False,L,162.0,53.0,여성,2026-05-15 10:26:38,사이즈: 많이 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 전혀 없음,False,0,filluminate,상의,L,,2026,5,15,금,5,응답,많이 큼,화면과 비슷,보통,전혀 없음,,,,,3.0,,,,5.0,2.0,2.0,0.0,0.0,,,생각보다 많이 큽니다 그래도 디자인이나 마감등 괜찮은거같아요,생각보다많이큽니다그래도디자인이나마감등괜찮은거같아요,0,0,0,0,0,False,33,27,33,True
3791891,84439100,general,MinU616,색감이 좋고 재질이 부드러워서 구김이 안생기고 체형커버에 좋습니다!,5.0,False,M,170.0,50.0,남성,2026-05-14 10:44:30,사이즈: 조금 큼 / 화면 대비 색감: 어두움 / 퀄리티: 좋음 / 구김: 전혀 없음,False,0,filluminate,상의,M,,2026,5,14,목,5,응답,조금 큼,어두움,좋음,전혀 없음,,,,,4.0,,,,5.0,1.0,1.0,-1.0,1.0,,,색감이 좋고 재질이 부드러워서 구김이 안생기고 체형커버에 좋습니다!,색감이좋고재질이부드러워서구김이안생기고체형커버에좋습니다,0,0,1,0,0,False,37,29,37,True
3791891,84433403,general,고요한민트헤링본,데일리로 요즘 입기 너무좋은 옷이고 통풍도 잘되서 여름에도 문제 없을듯 합니다,5.0,False,XL,180.0,77.0,남성,2026-05-14 00:37:32,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,5,14,목,5,응답,조금 큼,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,1.0,1.0,0.0,0.0,,,데일리로 요즘 입기 너무좋은 옷이고 통풍도 잘되서 여름에도 문제 없을듯 합니다,데일리로요즘입기너무좋은옷이고통풍도잘되서여름에도문제없을듯합니다,0,0,0,0,0,False,43,33,43,True
3791891,84433398,style,고요한민트헤링본,데일리로 요즘 입기 너무좋은 옷이고 통풍도 잘되서 여름에도 문제 없을듯 합니다,5.0,False,XL,180.0,77.0,남성,2026-05-14 00:37:16,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,XL,,2026,5,14,목,5,응답,조금 큼,화면과 비슷,보통,약간 있음,,,,,3.0,,,,3.0,1.0,1.0,0.0,0.0,,,데일리로 요즘 입기 너무좋은 옷이고 통풍도 잘되서 여름에도 문제 없을듯 합니다,데일리로요즘입기너무좋은옷이고통풍도잘되서여름에도문제없을듯합니다,0,0,0,0,0,False,43,33,43,True
3791891,84430960,style,김여리,예전에 데미지 워시드 체크 사고 잘 입고 있어서 좀 더 가벼운걸로 고르다 구매했어요. 숨만 쉬어도 더운 여름엔 당연히 입기 힘든 소재인건 알고 샀지만 부들부들 몸에 감기는 소재는 아니라 너무 덥지는 않아요. 지금 입기 좋음. 하지만 색감 때문에 더워 보임~ 사이즈는 예전에 L로 사서 이것도 L로 샀음. 사이즈 만족.,5.0,False,L,163.0,53.0,여성,2026-05-13 23:12:13,사이즈: 많이 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,L,,2026,5,13,수,5,응답,많이 큼,화면과 비슷,좋음,거의 없음,,,,,4.0,,,,4.0,2.0,2.0,0.0,0.0,,,예전에 데미지 워시드 체크 사고 잘 입고 있어서 좀 더 가벼운걸로 고르다 구매했어요. 숨만 쉬어도 더운 여름엔 당연히 입기 힘든 소재인건 알고 샀지만 부들부들 몸에 감기는 소재는 아니라 너무 덥지는 않아요. 지금 입기 좋음. 하지만 색감 때문에 더워 보임~ 사이즈는 예전에 L로 사서 이것도 L로 샀음. 사이즈 만족.,예전에데미지워시드체크사고잘입고있어서좀더가벼운걸로고르다구매했어요숨만쉬어도더운여름엔당연히입기힘든소재인건알고샀지만부들부들몸에감기는소재는아니라너무덥지는않아요지금입기좋음하지만색감때문에더워보임사이즈는예전에l로사서이것도l로샀음사이즈만족,0,0,0,0,0,False,177,122,177,True
