goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,색감,퀄리티_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대,색감_편차,색감_편차절대,리뷰내용_clean,리뷰내용_norm,laugh_count,cry_count,exclamation_count,question_count,emoji_count,has_repetition,text_length_orig,한글_글자수,전체_글자수,is_valid_for_topic,작성자_norm,옵션키,세션,long_gap_review,그룹크기,action,dup_flag,is_base,kept_id
﻿4808921,84655627,general,차차차차,코듀로이 소재를 좋아하다보니 매우 만족스럽습니다,5.0,False,블랙 · L,183.0,77.0,남성,2026-05-22 09:23:49,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,False,0,jemut,상의,L,블랙,2026,5,22,금,5,응답,정사이즈,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,4.0,0.0,0.0,0.0,0.0,,,코듀로이 소재를 좋아하다보니 매우 만족스럽습니다,코듀로이소재를좋아하다보니매우만족스럽습니다,0,0,0,0,0,False,26,22,26,True,차차차차,"('L', '블랙')",0,False,1,keep,unique,True,84655627
4969807,84655732,style,ㅁㅇㄴㅇㅁ,색상이나 사이즈가 참 마음이 듭니다. 다만 물빠짐이 조금 걱정되에요,4.0,False,INDIGO · M,173.0,65.0,남성,2026-05-22 09:34:16,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,M,INDIGO,2026,5,22,금,4,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,색상이나 사이즈가 참 마음이 듭니다. 다만 물빠짐이 조금 걱정되에요,색상이나사이즈가참마음이듭니다다만물빠짐이조금걱정되에요,0,0,0,0,0,False,37,28,37,True,ㅁㅇㄴㅇㅁ,"('M', 'INDIGO')",0,False,1,keep,unique,True,84655732
﻿3048839,84656001,general,중년간지,컬러도 사진과 동일하고 착용감 좋아요!! 핏도 이쁘네요!!,5.0,False,MEDIUM,174.0,65.0,남성,2026-05-22 09:54:34,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 신축성: 강함,False,0,travel,하의,MEDIUM,,2026,5,22,금,5,응답,정사이즈,화면과 비슷,좋음,,,강함,,4.0,4.0,,,0.0,0.0,0.0,0.0,,,컬러도 사진과 동일하고 착용감 좋아요!! 핏도 이쁘네요!!,컬러도사진과동일하고착용감좋아요핏도이쁘네요,0,0,4,0,0,False,32,22,32,True,중년간지,"('MEDIUM', None)",0,False,1,keep,unique,True,84656001
4969807,84656773,general,다훈갓,밴딩이라 편하고 기장도 딱 좋고 자주 입고 있습니다! 여름에 입기 딱 좋아요,5.0,False,BROWN · M,171.0,69.0,남성,2026-05-22 10:26:02,사이즈: 정사이즈 / 화면 대비 색감: 어두움 / 퀄리티: 보통 / 신축성: 강함,False,0,filluminate,하의,M,BROWN,2026,5,22,금,5,응답,정사이즈,어두움,보통,,,강함,,3.0,4.0,,,0.0,0.0,-1.0,1.0,,,밴딩이라 편하고 기장도 딱 좋고 자주 입고 있습니다! 여름에 입기 딱 좋아요,밴딩이라편하고기장도딱좋고자주입고있습니다여름에입기딱좋아요,0,0,1,0,0,False,42,30,42,True,다훈갓,"('M', 'BROWN')",0,False,1,keep,unique,True,84656773
4969807,84656819,general,jae.won05,색감이 사진에서 봤던 거랑 비슷하고 매일 입기 좋습니다,4.0,False,BEIGE · M,169.0,77.0,남성,2026-05-22 10:28:13,사이즈: 조금 큼 / 화면 대비 색감: 밝음 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,M,BEIGE,2026,5,22,금,4,응답,조금 큼,밝음,보통,,,적당함,,3.0,3.0,,,1.0,1.0,1.0,1.0,,,색감이 사진에서 봤던 거랑 비슷하고 매일 입기 좋습니다,색감이사진에서봤던거랑비슷하고매일입기좋습니다,0,0,0,0,0,False,30,23,30,True,jae.won05,"('M', 'BEIGE')",0,False,1,keep,unique,True,84656819
﻿4055253,84656875,general,joyjoyy,다른 트래블 티셔츠랑 핏이 조금 다른 것 같아요 어깨가 조금 솟은 느낌..?,3.0,False,LARGE,160.0,60.0,여성,2026-05-22 10:32:04,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,travel,상의,LARGE,,2026,5,22,금,3,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,다른 트래블 티셔츠랑 핏이 조금 다른 것 같아요 어깨가 조금 솟은 느낌..?,다른트래블티셔츠랑핏이조금다른것같아요어깨가조금솟은느낌,0,0,0,1,0,False,42,28,42,True,joyjoyy,"('LARGE', None)",0,False,1,keep,unique,True,84656875
6391691,84656877,general,jae.won05,색감이 생각했던 것보다 이쁘고 핏도 입었을때 이쁩니다,5.0,False,INDIGO · [Crop ver.] M,169.0,77.0,남성,2026-05-22 10:32:06,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,M,INDIGO [Crop ver.],2026,5,22,금,5,응답,정사이즈,화면과 비슷,좋음,거의 없음,,,,4.0,,,4.0,0.0,0.0,0.0,0.0,,,색감이 생각했던 것보다 이쁘고 핏도 입었을때 이쁩니다,색감이생각했던것보다이쁘고핏도입었을때이쁩니다,0,0,0,0,0,False,29,23,29,True,jae.won05,"('M', 'INDIGO [Crop ver.]')",0,False,1,keep,unique,True,84656877
4987047,84657038,general,원이바봉,작년에 구매하여 대만족 후 다른색상 재구매 했어요,5.0,False,블랙 · M,170.0,60.0,남성,2026-05-22 10:41:08,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,jemut,상의,M,블랙,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,작년에 구매하여 대만족 후 다른색상 재구매 했어요,작년에구매하여대만족후다른색상재구매했어요,0,0,0,0,0,False,27,21,27,True,원이바봉,"('M', '블랙')",0,True,1,keep,unique,True,84657038
﻿4019081,84657110,general,할망고,생각보다 오래 기다렀다 받았슴니다  옷 많이 두껍지 않아서 시원하게 입을 수 잇겟어요,4.0,False,브라운 · XL,168.0,73.0,여성,2026-05-22 10:45:21,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,jemut,하의,XL,브라운,2026,5,22,금,4,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,생각보다 오래 기다렀다 받았슴니다 옷 많이 두껍지 않아서 시원하게 입을 수 잇겟어요,생각보다오래기다렀다받았슴니다옷많이두껍지않아서시원하게입을수잇겟어요,0,0,0,0,0,False,47,35,46,True,할망고,"('XL', '브라운')",0,False,1,keep,unique,True,84657110
﻿5911822,84657291,general,wwnx,생각보다 크고 얇아서 여름에 입기 좋을거같아요,3.0,False,XS,158.0,52.0,여성,2026-05-22 10:56:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,XS,,2026,5,22,금,3,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,생각보다 크고 얇아서 여름에 입기 좋을거같아요,생각보다크고얇아서여름에입기좋을거같아요,0,0,0,0,0,False,25,20,25,True,wwnx,"('XS', None)",0,False,1,keep,unique,True,84657291
4987047,84657891,style,검정브랜드,사이즈 아주 좋규 두깨나 품질 완벽 합니다 아주좋아요,4.0,False,그레이 · M,168.0,59.0,남성,2026-05-22 11:29:34,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,jemut,상의,M,그레이,2026,5,22,금,4,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,사이즈 아주 좋규 두깨나 품질 완벽 합니다 아주좋아요,사이즈아주좋규두깨나품질완벽합니다아주좋아요,0,0,0,0,0,False,29,22,29,True,검정브랜드,"('M', '그레이')",0,False,1,keep,unique,True,84657891
﻿6083611,84657898,general,임기삼,이너로 입든 단독으로 입든 편하게 코디하기 좋아요,5.0,False,XL,183.0,73.0,남성,2026-05-22 11:29:49,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,XL,,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,이너로 입든 단독으로 입든 편하게 코디하기 좋아요,이너로입든단독으로입든편하게코디하기좋아요,0,0,0,0,0,False,27,21,27,True,임기삼,"('XL', None)",0,False,1,keep,unique,True,84657898
4055254,84658319,general,개시골똥개,이쁘고 빳빳인가 탄탄하고요 팔소매 접고 입기편해요,5.0,False,MEDIUM,175.0,150.0,남성,2026-05-22 11:55:22,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,travel,상의,MEDIUM,,2026,5,22,금,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,1.0,1.0,0.0,0.0,,,이쁘고 빳빳인가 탄탄하고요 팔소매 접고 입기편해요,이쁘고빳빳인가탄탄하고요팔소매접고입기편해요,0,0,0,0,0,False,27,22,27,True,개시골똥개,"('MEDIUM', None)",0,False,1,keep,unique,True,84658319
﻿6394341,84658573,experience,B NI,"빈티지한 무드가 정말 매력적인 반팔 티셔츠인거 같아요.  워싱이 자연스럽게 들어간 차콜 컬러 덕분에 처음부터 오래 입은 듯한 멋이 느껴지고, 전면의 프린팅이 스트릿하면서도 감각적이네요. 사이즈도 적당해서 편하게 착용하기 좋고, 청바지나 카고팬츠, 와이드 팬츠와 매치하면 꾸민 듯 안 꾸민 듯한 코디가 될거같아요~ 특히 프린팅이 과하지 않으면서 존재감이 있어서 단독으로 입어도 스타일이 살아나는 점이 가장 마음에 들고 원단도 부드러워 보이고 여름철 데일리 티셔츠로 활용하기 좋아 보여서 빈티지 감성을 좋아하는 사람들에게 추천하고 싶은 제품입니다!!",5.0,True,M,169.0,82.0,남성,2026-05-22 12:11:09,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,"빈티지한 무드가 정말 매력적인 반팔 티셔츠인거 같아요. 워싱이 자연스럽게 들어간 차콜 컬러 덕분에 처음부터 오래 입은 듯한 멋이 느껴지고, 전면의 프린팅이 스트릿하면서도 감각적이네요. 사이즈도 적당해서 편하게 착용하기 좋고, 청바지나 카고팬츠, 와이드 팬츠와 매치하면 꾸민 듯 안 꾸민 듯한 코디가 될거같아요~ 특히 프린팅이 과하지 않으면서 존재감이 있어서 단독으로 입어도 스타일이 살아나는 점이 가장 마음에 들고 원단도 부드러워 보이고 여름철 데일리 티셔츠로 활용하기 좋아 보여서 빈티지 감성을 좋아하는 사람들에게 추천하고 싶은 제품입니다!!",빈티지한무드가정말매력적인반팔티셔츠인거같아요워싱이자연스럽게들어간차콜컬러덕분에처음부터오래입은듯한멋이느껴지고전면의프린팅이스트릿하면서도감각적이네요사이즈도적당해서편하게착용하기좋고청바지나카고팬츠와이드팬츠와매치하면꾸민듯안꾸민듯한코디가될거같아요특히프린팅이과하지않으면서존재감이있어서단독으로입어도스타일이살아나는점이가장마음에들고원단도부드러워보이고여름철데일리티셔츠로활용하기좋아보여서빈티지감성을좋아하는사람들에게추천하고싶은제품입니다,0,0,2,0,0,False,305,227,304,True,B NI,"('M', None)",0,False,1,keep,unique,True,84658573
6323520,84658977,experience,아바라얼음적게,체크무늬패턴에 브라운 반팔이라 포인트로 주기 좋은거 같아요 옷 자체는 원래 입는 사이즈로 구매를 했는데 널널한 느낌의 옷인거 같고 레이어드용으로 딱 떨어지는핏입니다. 사진보시면 포켓이 있는데 심심하지않고 포인트되는거 같습니다. 제가 개인적으로 느꼈을땐 부드러운 느낌도 주면서 힙한느낌도 줄 수 있다고 생각이 드는 옷이었습니다. 이 옷자체가 주는 느낌이 있어서 구지 꾸미려고 하지않아도 포인트 줬다는 생각이 들어서 그부분이 젤 좋았던거 같습니다. 갖고 싶은 옷이었는데 감사합니다.,5.0,True,M,180.0,68.0,남성,2026-05-22 12:32:27,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,22,금,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,1.0,1.0,0.0,0.0,,,체크무늬패턴에 브라운 반팔이라 포인트로 주기 좋은거 같아요 옷 자체는 원래 입는 사이즈로 구매를 했는데 널널한 느낌의 옷인거 같고 레이어드용으로 딱 떨어지는핏입니다. 사진보시면 포켓이 있는데 심심하지않고 포인트되는거 같습니다. 제가 개인적으로 느꼈을땐 부드러운 느낌도 주면서 힙한느낌도 줄 수 있다고 생각이 드는 옷이었습니다. 이 옷자체가 주는 느낌이 있어서 구지 꾸미려고 하지않아도 포인트 줬다는 생각이 들어서 그부분이 젤 좋았던거 같습니다. 갖고 싶은 옷이었는데 감사합니다.,체크무늬패턴에브라운반팔이라포인트로주기좋은거같아요옷자체는원래입는사이즈로구매를했는데널널한느낌의옷인거같고레이어드용으로딱떨어지는핏입니다사진보시면포켓이있는데심심하지않고포인트되는거같습니다제가개인적으로느꼈을땐부드러운느낌도주면서힙한느낌도줄수있다고생각이드는옷이었습니다이옷자체가주는느낌이있어서구지꾸미려고하지않아도포인트줬다는생각이들어서그부분이젤좋았던거같습니다갖고싶은옷이었는데감사합니다,0,0,0,0,0,False,267,203,267,True,아바라얼음적게,"('M', None)",0,False,1,keep,unique,True,84658977
3791988,84659183,general,제가옷주인이,나이스한 디자인에 딱떨어지는 핏이며 매우 편하게 입어요,5.0,False,L,172.0,85.0,남성,2026-05-22 12:42:36,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,L,,2026,5,22,금,5,응답,조금 큼,화면과 비슷,보통,,,적당함,,3.0,3.0,,,1.0,1.0,0.0,0.0,,,나이스한 디자인에 딱떨어지는 핏이며 매우 편하게 입어요,나이스한디자인에딱떨어지는핏이며매우편하게입어요,0,0,0,0,0,False,30,24,30,True,제가옷주인이,"('L', None)",0,False,1,keep,unique,True,84659183
5407086,84659259,general,인내심있는반바지,유명한 이유가 있어요. 반팔로 처음 입문했는데 긴팔도 너무 좋아요. 재질도 탄탄하고 목늘어남없어요. 아쉬운건 가격이 싼만큼 마감은 조금 떨어졌고 승모근이 좀 튀어나온? 느낌 같아요 특히 여성분들이 입으시면,5.0,False,그레이 · M,172.0,56.0,여성,2026-05-22 12:45:41,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,jemut,상의,M,그레이,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,유명한 이유가 있어요. 반팔로 처음 입문했는데 긴팔도 너무 좋아요. 재질도 탄탄하고 목늘어남없어요. 아쉬운건 가격이 싼만큼 마감은 조금 떨어졌고 승모근이 좀 튀어나온? 느낌 같아요 특히 여성분들이 입으시면,유명한이유가있어요반팔로처음입문했는데긴팔도너무좋아요재질도탄탄하고목늘어남없어요아쉬운건가격이싼만큼마감은조금떨어졌고승모근이좀튀어나온느낌같아요특히여성분들이입으시면,0,0,0,1,0,False,114,85,114,True,인내심있는반바지,"('M', '그레이')",0,False,1,keep,unique,True,84659259
6394371,84659279,experience,내이름궁금,"차콜 컬러라 어떤 상의에 매치해도 잘 어울리고 전체적으로 핏이 정말 예쁜 팬츠같아요 . 바스락거리는 나일론 소재라 여름에도 시원하고 가볍게 입기 좋을 거 같고, 움직일 때 나는 소리도 생각보다 크지 않아서 부담 없이 착용 가능할 거 같습니다. 입어봤을때 와이드하게 툭 떨어지는 핏이라 체형 커버도 자연스럽게 되고 꾸안꾸 느낌으로 코디하기 딱 좋을 거 같아요. 허리 밴딩도 편해서 장시간 입고 있어도 불편함이 없을 거 같고 원단 자체가 얇고 가벼워 활동할 때도 답답한 느낌이 안 들 거 같네요. 차콜 컬러 특유의 차분한 분위기 덕분에 캐주얼하게도, 깔끔하게도 코디하기 좋아 데일리 팬츠로 자주 손이 갈 것 같은 제품입니다 :)",4.0,True,CHARCOAL · L,167.0,65.0,여성,2026-05-22 12:46:35,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 거의 없음,True,0,filluminate,하의,L,CHARCOAL,2026,5,22,금,4,응답,조금 큼,화면과 비슷,보통,,,거의 없음,,3.0,2.0,,,1.0,1.0,0.0,0.0,,,"차콜 컬러라 어떤 상의에 매치해도 잘 어울리고 전체적으로 핏이 정말 예쁜 팬츠같아요 . 바스락거리는 나일론 소재라 여름에도 시원하고 가볍게 입기 좋을 거 같고, 움직일 때 나는 소리도 생각보다 크지 않아서 부담 없이 착용 가능할 거 같습니다. 입어봤을때 와이드하게 툭 떨어지는 핏이라 체형 커버도 자연스럽게 되고 꾸안꾸 느낌으로 코디하기 딱 좋을 거 같아요. 허리 밴딩도 편해서 장시간 입고 있어도 불편함이 없을 거 같고 원단 자체가 얇고 가벼워 활동할 때도 답답한 느낌이 안 들 거 같네요. 차콜 컬러 특유의 차분한 분위기 덕분에 캐주얼하게도, 깔끔하게도 코디하기 좋아 데일리 팬츠로 자주 손이 갈 것 같은 제품입니다 :)",차콜컬러라어떤상의에매치해도잘어울리고전체적으로핏이정말예쁜팬츠같아요바스락거리는나일론소재라여름에도시원하고가볍게입기좋을거같고움직일때나는소리도생각보다크지않아서부담없이착용가능할거같습니다입어봤을때와이드하게툭떨어지는핏이라체형커버도자연스럽게되고꾸안꾸느낌으로코디하기딱좋을거같아요허리밴딩도편해서장시간입고있어도불편함이없을거같고원단자체가얇고가벼워활동할때도답답한느낌이안들거같네요차콜컬러특유의차분한분위기덕분에캐주얼하게도깔끔하게도코디하기좋아데일리팬츠로자주손이갈것같은제품입니다,0,0,0,0,0,False,349,249,349,True,내이름궁금,"('L', 'CHARCOAL')",0,False,1,keep,unique,True,84659279
6140944,84659446,style,Elnn,새파란 청바지에 이쁘게 매칭할 수 있을 것 같아서 구매했는데 대만적입니다! 담날 바로 입고 외출했네여 ㅎㅎ,5.0,False,LIGHT KHAKI · M,172.0,68.0,남성,2026-05-22 12:55:07,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 거의 없음,True,0,filluminate,상의,M,LIGHT KHAKI,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,적당함,거의 없음,,,2.0,3.0,,0.0,0.0,0.0,0.0,,,새파란 청바지에 이쁘게 매칭할 수 있을 것 같아서 구매했는데 대만적입니다! 담날 바로 입고 외출했네여 ㅎㅎ,새파란청바지에이쁘게매칭할수있을것같아서구매했는데대만적입니다담날바로입고외출했네여,2,0,1,0,0,False,59,42,59,True,Elnn,"('M', 'LIGHT KHAKI')",0,False,2,keep,multi_type_dup,True,84659446
4969807,84659728,general,순수한니스틴트,오버핏이라 맘에들고 인디고컬러도 진해서 좋아요!,5.0,False,INDIGO · XL,182.0,86.0,남성,2026-05-22 13:09:52,사이즈: 조금 큼 / 화면 대비 색감: 어두움 / 퀄리티: 좋음 / 신축성: 강함,False,0,filluminate,하의,XL,INDIGO,2026,5,22,금,5,응답,조금 큼,어두움,좋음,,,강함,,4.0,4.0,,,1.0,1.0,-1.0,1.0,,,오버핏이라 맘에들고 인디고컬러도 진해서 좋아요!,오버핏이라맘에들고인디고컬러도진해서좋아요,0,0,1,0,0,False,26,21,26,True,순수한니스틴트,"('XL', 'INDIGO')",0,False,1,keep,unique,True,84659728
4969807,84660102,general,십십일,"추천받아 구매해보니 퀄리티 매우 만족합니다, 여름에 입기 좋아요",5.0,False,BEIGE · XL,180.0,84.0,남성,2026-05-22 13:25:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,XL,BEIGE,2026,5,22,금,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,"추천받아 구매해보니 퀄리티 매우 만족합니다, 여름에 입기 좋아요",추천받아구매해보니퀄리티매우만족합니다여름에입기좋아요,0,0,0,0,0,False,35,27,35,True,십십일,"('XL', 'BEIGE')",0,False,1,keep,unique,True,84660102
6140944,84660403,general,루기아빠,원단도 편안해요 늘 가성비 좋은 브랜드라 생각해역 입어보고 또 후기 작성 예정입니다.,5.0,False,MELANGE GREY · L,173.0,73.0,남성,2026-05-22 13:39:49,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,L,MELANGE GREY,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,원단도 편안해요 늘 가성비 좋은 브랜드라 생각해역 입어보고 또 후기 작성 예정입니다.,원단도편안해요늘가성비좋은브랜드라생각해역입어보고또후기작성예정입니다,0,0,0,0,0,False,47,35,47,True,루기아빠,"('L', 'MELANGE GREY')",0,False,1,keep,unique,True,84660403
4987040,84661255,style,기만도리,배송 빠르고 재질도 가격대비 훌륭해요 다른 색깔도 구입하려고요,5.0,False,블랙 · L,172.0,75.0,남성,2026-05-22 14:15:02,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 두꺼움 / 신축성: 강함,True,0,jemut,상의,L,블랙,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,두꺼움,강함,,,4.0,4.0,,0.0,0.0,0.0,0.0,,,배송 빠르고 재질도 가격대비 훌륭해요 다른 색깔도 구입하려고요,배송빠르고재질도가격대비훌륭해요다른색깔도구입하려고요,0,0,0,0,0,False,34,27,34,True,기만도리,"('L', '블랙')",0,False,2,keep,multi_type_unique,True,84661255
4987040,84661269,general,기만도리,배송 빠르고 좋아요 품질도 좋아요 다음에 다른 컬로도 구입할게요,5.0,False,블랙 · L,172.0,75.0,남성,2026-05-22 14:15:38,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,jemut,상의,L,블랙,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,배송 빠르고 좋아요 품질도 좋아요 다음에 다른 컬로도 구입할게요,배송빠르고좋아요품질도좋아요다음에다른컬로도구입할게요,0,0,0,0,0,False,35,27,35,True,기만도리,"('L', '블랙')",0,False,2,keep,multi_type_unique,True,84661269
4280527,84661978,general,나인클라우드,두께도좋고 사이즈도 넉넉하고 핏도좋아 간절기 유용한 아이템같습니다,4.0,False,LARGE,185.0,80.0,남성,2026-05-22 14:41:14,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 두께감: 적당함,False,0,travel,아우터,LARGE,,2026,5,22,금,4,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,3.0,,0.0,0.0,0.0,0.0,,,두께도좋고 사이즈도 넉넉하고 핏도좋아 간절기 유용한 아이템같습니다,두께도좋고사이즈도넉넉하고핏도좋아간절기유용한아이템같습니다,0,0,0,0,0,False,36,30,36,True,나인클라우드,"('LARGE', None)",0,False,1,keep,unique,True,84661978
6322814,84662115,experience,김밍퐁,"⚡️체험단 리뷰⚡️  153기준 엉덩이 조금 덮는 기장인데  저는 오버핏이 좋아서 너무 마음에 들었고, 어깨선이 밑쪽에 있어 어깨가 넒어보여요! 화이트에 초록색 로고🍀가 프린팅 되어있어서 심플하고 어떤 하의에도 잘 어울릴 티셔츠에요🤍 여성분들도 잘 어울리시겠지만 입어보자마자 남성분들이 입으면 핏이 어깨가 넓어보이고 기장도 딱 적당한 기장이라서 데이트 할 때 입으면 남친룩으로 딱이겠다 라고 생각이 들더라구요! 저는 힙한 코디를 좋아해서 티셔츠에 초록색 로고와 잘 어울리게 카모바지와 함께 코디했는데, 와이드 카고팬츠와도 잘 어울리겠다고 생각이 들었어요!",5.0,True,S,153.0,47.0,여성,2026-05-22 23:29:55,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,S,,2026,5,22,금,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,1.0,1.0,0.0,0.0,,,"체험단 리뷰 153기준 엉덩이 조금 덮는 기장인데 저는 오버핏이 좋아서 너무 마음에 들었고, 어깨선이 밑쪽에 있어 어깨가 넒어보여요! 화이트에 초록색 로고 가 프린팅 되어있어서 심플하고 어떤 하의에도 잘 어울릴 티셔츠에요 여성분들도 잘 어울리시겠지만 입어보자마자 남성분들이 입으면 핏이 어깨가 넓어보이고 기장도 딱 적당한 기장이라서 데이트 할 때 입으면 남친룩으로 딱이겠다 라고 생각이 들더라구요! 저는 힙한 코디를 좋아해서 티셔츠에 초록색 로고와 잘 어울리게 카모바지와 함께 코디했는데, 와이드 카고팬츠와도 잘 어울리겠다고 생각이 들었어요!",체험단리뷰153기준엉덩이조금덮는기장인데저는오버핏이좋아서너무마음에들었고어깨선이밑쪽에있어어깨가넒어보여요화이트에초록색로고가프린팅되어있어서심플하고어떤하의에도잘어울릴티셔츠에요여성분들도잘어울리시겠지만입어보자마자남성분들이입으면핏이어깨가넓어보이고기장도딱적당한기장이라서데이트할때입으면남친룩으로딱이겠다라고생각이들더라구요저는힙한코디를좋아해서티셔츠에초록색로고와잘어울리게카모바지와함께코디했는데와이드카고팬츠와도잘어울리겠다고생각이들었어요,0,0,3,0,4,False,310,226,303,True,김밍퐁,"('S', None)",0,False,1,keep,unique,True,84662115
1884943,84662140,general,언짢은빨강신상품,편하게 입기 좋은것 같아요 이 가격에 구매할수 있어서 좋네요 할인 굿,5.0,False,EXTRA LARGE,170.0,60.0,남성,2026-05-22 14:48:59,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,EXTRA LARGE,,2026,5,22,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,편하게 입기 좋은것 같아요 이 가격에 구매할수 있어서 좋네요 할인 굿,편하게입기좋은것같아요이가격에구매할수있어서좋네요할인굿,0,0,0,0,0,False,38,28,38,True,언짢은빨강신상품,"('EXTRA LARGE', None)",0,False,1,keep,unique,True,84662140
