goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,색감,퀄리티_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대,색감_편차,색감_편차절대,리뷰내용_clean,리뷰내용_norm,laugh_count,cry_count,exclamation_count,question_count,emoji_count,has_repetition,text_length_orig,한글_글자수,전체_글자수,is_valid_for_topic,작성자_norm,옵션키,세션,long_gap_review,그룹크기,action,dup_flag,is_base,kept_id
3791988,84586037,style,362유네스,저렴한 가격에 편하게 입을 수 있는 바지에요 허리는 조금 크네요,4.0,False,L,177.0,80.0,남성,2026-05-19 18:05:59,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,1,filluminate,하의,L,,2026,5,19,화,4,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,저렴한 가격에 편하게 입을 수 있는 바지에요 허리는 조금 크네요,저렴한가격에편하게입을수있는바지에요허리는조금크네요,0,0,0,0,0,False,35,26,35,True,362유네스,"('L', None)",0,False,1,keep,unique,True,84586037
994600,84586101,general,nam1227,사이즈  색상  재질 다 생각했던 그대로임  괜찮은거 같아요,5.0,False,M(옥스퍼드),168.0,56.0,남성,2026-05-19 18:08:31,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,False,0,filluminate,상의,M,(옥스퍼드),2026,5,19,화,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,,사이즈 색상 재질 다 생각했던 그대로임 괜찮은거 같아요,사이즈색상재질다생각했던그대로임괜찮은거같아요,0,0,0,0,0,False,33,23,30,True,nam1227,"('M', '(옥스퍼드)')",0,False,1,keep,unique,True,84586101
3791891,84586362,general,jfig,화면이랑 거의 똑같네요 기본템으로 막 입기 좋아요,5.0,False,L,179.0,73.0,남성,2026-05-19 18:18:40,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 구김: 거의 없음,False,0,filluminate,상의,L,,2026,5,19,화,5,응답,조금 큼,화면과 비슷,매우 좋음,거의 없음,,,,5.0,,,4.0,1.0,1.0,0.0,0.0,,,화면이랑 거의 똑같네요 기본템으로 막 입기 좋아요,화면이랑거의똑같네요기본템으로막입기좋아요,0,0,0,0,0,False,27,21,27,True,jfig,"('L', None)",0,False,1,keep,unique,True,84586362
5059757,84586456,general,새싹무럭무럭,봉제마감이 너무 잘 되어있어요 배송도 빠르고 옷도 오염된 부분 없이 왔어요,5.0,False,M,160.0,70.0,여성,2026-05-19 18:22:15,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,19,화,5,응답,조금 큼,화면과 비슷,,,얇음,적당함,,,3.0,2.0,,1.0,1.0,0.0,0.0,,,봉제마감이 너무 잘 되어있어요 배송도 빠르고 옷도 오염된 부분 없이 왔어요,봉제마감이너무잘되어있어요배송도빠르고옷도오염된부분없이왔어요,0,0,0,0,0,False,41,31,41,True,새싹무럭무럭,"('M', None)",0,False,1,keep,unique,True,84586456
5059758,84586495,general,새싹무럭무럭,그냥 검정티가 아니라서 좋아요 옷옆이 진숭숭 바람불어오면 시원할거 같아요,5.0,False,M,160.0,70.0,여성,2026-05-19 18:23:44,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,19,화,5,응답,조금 큼,화면과 비슷,,,얇음,적당함,,,3.0,2.0,,1.0,1.0,0.0,0.0,,,그냥 검정티가 아니라서 좋아요 옷옆이 진숭숭 바람불어오면 시원할거 같아요,그냥검정티가아니라서좋아요옷옆이진숭숭바람불어오면시원할거같아요,0,0,0,0,0,False,40,32,40,True,새싹무럭무럭,"('M', None)",0,False,1,keep,unique,True,84586495
4009326,84586538,general,새싹무럭무럭,팔 끝부분 봉제에 실밥이랑 정채불명의 실들이 뭉쳐옴 무난하게 그냥 입을듯,4.0,False,(BLACK)M,160.0,70.0,여성,2026-05-19 18:25:03,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,(BLACK),2026,5,19,화,4,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,1.0,1.0,0.0,0.0,,,팔 끝부분 봉제에 실밥이랑 정채불명의 실들이 뭉쳐옴 무난하게 그냥 입을듯,팔끝부분봉제에실밥이랑정채불명의실들이뭉쳐옴무난하게그냥입을듯,0,0,0,0,0,False,40,31,40,True,새싹무럭무럭,"('M', '(BLACK)')",0,False,1,keep,unique,True,84586538
﻿5129599,84586693,general,마용이다,크기때문에 걱정 많이 햇었는데 괜찮네요! 화이트도 사고싶어짐 ㅋ 배송도 빨랐규 재질도 좋습니다 오래입을 수 있을거같아요 굿,5.0,False,블랙 · M,155.0,55.0,여성,2026-05-19 18:30:44,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,jemut,상의,M,블랙,2026,5,19,화,5,응답,정사이즈,화면과 비슷,좋음,거의 없음,,,,4.0,,,4.0,0.0,0.0,0.0,0.0,,,크기때문에 걱정 많이 햇었는데 괜찮네요! 화이트도 사고싶어짐 ㅋ 배송도 빨랐규 재질도 좋습니다 오래입을 수 있을거같아요 굿,크기때문에걱정많이햇었는데괜찮네요화이트도사고싶어짐배송도빨랐규재질도좋습니다오래입을수있을거같아요굿,1,0,1,0,0,False,68,51,68,True,마용이다,"('M', '블랙')",0,False,1,keep,unique,True,84586693
﻿5129631,84586747,general,마용이다,배송빠르구 포장깔끔하구 하자없이 잘왔습니다 재질도 좋구요 화이트 색상만 세탁해봤는데 변형없구요 좋습니다 굿굿,5.0,False,아이보리 · M,155.0,55.0,여성,2026-05-19 18:32:29,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,jemut,상의,M,아이보리,2026,5,19,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,배송빠르구 포장깔끔하구 하자없이 잘왔습니다 재질도 좋구요 화이트 색상만 세탁해봤는데 변형없구요 좋습니다 굿굿,배송빠르구포장깔끔하구하자없이잘왔습니다재질도좋구요화이트색상만세탁해봤는데변형없구요좋습니다굿굿,0,0,0,0,0,False,60,49,60,True,마용이다,"('M', '아이보리')",0,False,1,keep,unique,True,84586747
2712419,84586879,general,용감한덕수궁라펠,옷 너무 괜찮아요! 조금 크긴하지만 휘뚜루마뚜루 잘입을거같아요!,5.0,False,S,162.0,54.0,여성,2026-05-19 18:37:59,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 퀄리티: 매우 좋음,True,0,filluminate,아우터,S,,2026,5,19,화,5,응답,정사이즈,화면과 비슷,매우 좋음,,적당함,,,5.0,,3.0,,0.0,0.0,0.0,0.0,,,옷 너무 괜찮아요! 조금 크긴하지만 휘뚜루마뚜루 잘입을거같아요!,옷너무괜찮아요조금크긴하지만휘뚜루마뚜루잘입을거같아요,0,0,2,0,0,False,35,27,35,True,용감한덕수궁라펠,"('S', None)",0,False,1,keep,unique,True,84586879
6351594,84588220,experience,bobobor,"세미크롭 기장이라 기존 반팔 셔츠랑 다른 코디로 활용할 수 있고, 옷 색감이나 은은한 스트라이프 패턴이 깔끔하고 시원한 느낌을 줘서 여름에 입기 딱 좋으며 오버핏 느낌이라 착용감이 편하고 활동하기에도 부담이 없었습니다. 소재도 가벼워서 덥지 않고, 단독으로 입어도 스타일이 살아나 데일리룩으로 활용하기 좋았습니다. 캐주얼하면서도 단정한 분위기가 있어서 다른 색의 패턴의 제품도 구매하여 활용하는 등 여러 코디에 도전해보고 싶습니다. 된다면 연인간 커플룩으로도 활용하기에도 좋은 제품 같습니다.",5.0,True,L,180.0,80.0,남성,2026-05-19 19:25:03,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,L,,2026,5,19,화,5,응답,조금 큼,화면과 비슷,좋음,거의 없음,,,,4.0,,,4.0,1.0,1.0,0.0,0.0,,,"세미크롭 기장이라 기존 반팔 셔츠랑 다른 코디로 활용할 수 있고, 옷 색감이나 은은한 스트라이프 패턴이 깔끔하고 시원한 느낌을 줘서 여름에 입기 딱 좋으며 오버핏 느낌이라 착용감이 편하고 활동하기에도 부담이 없었습니다. 소재도 가벼워서 덥지 않고, 단독으로 입어도 스타일이 살아나 데일리룩으로 활용하기 좋았습니다. 캐주얼하면서도 단정한 분위기가 있어서 다른 색의 패턴의 제품도 구매하여 활용하는 등 여러 코디에 도전해보고 싶습니다. 된다면 연인간 커플룩으로도 활용하기에도 좋은 제품 같습니다.",세미크롭기장이라기존반팔셔츠랑다른코디로활용할수있고옷색감이나은은한스트라이프패턴이깔끔하고시원한느낌을줘서여름에입기딱좋으며오버핏느낌이라착용감이편하고활동하기에도부담이없었습니다소재도가벼워서덥지않고단독으로입어도스타일이살아나데일리룩으로활용하기좋았습니다캐주얼하면서도단정한분위기가있어서다른색의패턴의제품도구매하여활용하는등여러코디에도전해보고싶습니다된다면연인간커플룩으로도활용하기에도좋은제품같습니다,0,0,0,0,0,False,275,207,275,True,bobobor,"('L', None)",0,False,1,keep,unique,True,84588220
1884943,84588975,style,매탄동신사,매우 예쁘네요!!! 어깨가 넓어보이고 두께도 적당해요!!! 잘 입을게요!!!,5.0,False,EXTRA LARGE,177.0,72.0,남성,2026-05-19 19:48:07,사이즈: 조금 큼 / 화면 대비 색감: 어두움 / 두께감: 두꺼움 / 신축성: 강함,True,0,travel,상의,EXTRA LARGE,,2026,5,19,화,5,응답,조금 큼,어두움,,,두꺼움,강함,,,4.0,4.0,,1.0,1.0,-1.0,1.0,,,매우 예쁘네요!!! 어깨가 넓어보이고 두께도 적당해요!!! 잘 입을게요!!!,매우예쁘네요어깨가넓어보이고두께도적당해요잘입을게요,0,0,9,0,0,True,42,26,42,True,매탄동신사,"('EXTRA LARGE', None)",0,False,2,keep,multi_type_dup,True,84588975
1884943,84588997,general,박현규0919,제가 딱 원했던 핏과 기장이여서 잘 입고 있습니다,5.0,False,MEDIUM,181.0,71.0,남성,2026-05-19 19:48:49,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,MEDIUM,,2026,5,19,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,제가 딱 원했던 핏과 기장이여서 잘 입고 있습니다,제가딱원했던핏과기장이여서잘입고있습니다,0,0,0,0,0,False,27,20,27,True,박현규0919,"('MEDIUM', None)",0,False,1,keep,unique,True,84588997
4969889,84589281,general,Syd0511,여행가려고 샀는데 너무 좋네요!! 크롭한 느낌이 좋아여,5.0,False,WHITE · [Crop ver.] M,175.0,63.0,남성,2026-05-19 19:55:30,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 나쁨 / 구김: 약간 있음,True,0,filluminate,상의,M,WHITE [Crop ver.],2026,5,19,화,5,응답,정사이즈,화면과 비슷,나쁨,약간 있음,,,,2.0,,,3.0,0.0,0.0,0.0,0.0,,,여행가려고 샀는데 너무 좋네요!! 크롭한 느낌이 좋아여,여행가려고샀는데너무좋네요크롭한느낌이좋아여,0,0,2,0,0,False,30,22,30,True,Syd0511,"('M', 'WHITE [Crop ver.]')",0,False,2,keep,multi_type_dup,True,84589281
3791988,84589514,style,파워오투,일단 핏이 너무 맘에들거 기장도 발등까지 내려와서 너무 이쁘네요,5.0,False,S,177.0,60.0,남성,2026-05-19 20:01:20,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,S,,2026,5,19,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,일단 핏이 너무 맘에들거 기장도 발등까지 내려와서 너무 이쁘네요,일단핏이너무맘에들거기장도발등까지내려와서너무이쁘네요,0,0,0,0,0,False,35,27,35,True,파워오투,"('S', None)",0,False,1,keep,unique,True,84589514
4969899,84589572,general,Kkangrae,배송이 생각보다 빨랐고 핏이 너무 좋고 사이즈도 좋아요,5.0,False,LIGHT BLUE · L,175.0,70.0,남성,2026-05-19 20:02:41,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 거의 없음,False,0,filluminate,상의,L,LIGHT BLUE,2026,5,19,화,5,응답,정사이즈,화면과 비슷,보통,거의 없음,,,,3.0,,,4.0,0.0,0.0,0.0,0.0,,,배송이 생각보다 빨랐고 핏이 너무 좋고 사이즈도 좋아요,배송이생각보다빨랐고핏이너무좋고사이즈도좋아요,0,0,0,0,0,False,30,23,30,True,Kkangrae,"('L', 'LIGHT BLUE')",0,False,1,keep,unique,True,84589572
6352768,84589646,general,부리부릿,너무 찐하지도 않고 화면과 비슷한 색상입니다. 배송 빠르게 와서 좋네요,4.0,False,M,167.0,65.0,남성,2026-05-19 20:05:09,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 신축성: 적당함,True,0,filluminate,하의,M,,2026,5,19,화,4,응답,조금 큼,화면과 비슷,좋음,,,적당함,,4.0,3.0,,,1.0,1.0,0.0,0.0,,,너무 찐하지도 않고 화면과 비슷한 색상입니다. 배송 빠르게 와서 좋네요,너무찐하지도않고화면과비슷한색상입니다배송빠르게와서좋네요,0,0,0,0,0,False,39,29,39,True,부리부릿,"('M', None)",0,False,2,keep,multi_type_unique,True,84589646
6352768,84589704,style,부리부릿,빠르게 배송되게 좋고 물건 하자도 없구여. 빨리 더워지는데 매칭하기좋고 마감처리 잘된 바지 잘입을게요,4.0,False,M,167.0,65.0,남성,2026-05-19 20:06:39,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 신축성: 적당함,True,0,filluminate,하의,M,,2026,5,19,화,4,응답,조금 큼,화면과 비슷,좋음,,,적당함,,4.0,3.0,,,1.0,1.0,0.0,0.0,,,빠르게 배송되게 좋고 물건 하자도 없구여. 빨리 더워지는데 매칭하기좋고 마감처리 잘된 바지 잘입을게요,빠르게배송되게좋고물건하자도없구여빨리더워지는데매칭하기좋고마감처리잘된바지잘입을게요,0,0,0,0,0,False,56,43,56,True,부리부릿,"('M', None)",0,False,2,keep,multi_type_unique,True,84589704
5249171,84589828,style,브라운시티,패턴이 이쁘고요 핏은 어디에 입어도 괜찮습니다,5.0,False,M,177.0,68.0,남성,2026-05-19 20:09:48,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,19,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,패턴이 이쁘고요 핏은 어디에 입어도 괜찮습니다,패턴이이쁘고요핏은어디에입어도괜찮습니다,0,0,0,0,0,False,25,20,25,True,브라운시티,"('M', None)",0,False,1,keep,unique,True,84589828
4009326,84590006,general,원활한홍대체험단,색깔별로 다 구입햇는데 흰색 예뻐요 오히려 회색보다 흰색이 날씬해 보여용!!,5.0,False,(WHITE)M,156.0,60.0,여성,2026-05-19 20:13:58,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,filluminate,상의,M,(WHITE),2026,5,19,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,색깔별로 다 구입햇는데 흰색 예뻐요 오히려 회색보다 흰색이 날씬해 보여용!!,색깔별로다구입햇는데흰색예뻐요오히려회색보다흰색이날씬해보여용,0,0,2,0,0,False,42,31,42,True,원활한홍대체험단,"('M', '(WHITE)')",0,False,1,keep,unique,True,84590006
4987047,84590186,general,Edwin92,가격대비 깔끔하고 소재랑 핏이 너무 마음에 드네요,5.0,False,블랙 · M,169.0,67.0,남성,2026-05-19 20:19:30,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,jemut,상의,M,블랙,2026,5,19,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,가격대비 깔끔하고 소재랑 핏이 너무 마음에 드네요,가격대비깔끔하고소재랑핏이너무마음에드네요,0,0,0,0,0,False,27,21,27,True,Edwin92,"('M', '블랙')",0,False,1,keep,unique,True,84590186
﻿6219016,84590893,general,골드회원입니다,피그먼트 챠콜색 사고싶었는데 무난하니 이쁩니다,4.0,False,EXTRA LARGE,175.0,78.0,남성,2026-05-19 20:39:21,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 적당함,True,0,travel,상의,EXTRA LARGE,,2026,5,19,화,4,응답,정사이즈,화면과 비슷,,,얇음,적당함,,,3.0,2.0,,0.0,0.0,0.0,0.0,,,피그먼트 챠콜색 사고싶었는데 무난하니 이쁩니다,피그먼트챠콜색사고싶었는데무난하니이쁩니다,0,0,0,0,0,False,25,21,25,True,골드회원입니다,"('EXTRA LARGE', None)",0,False,1,keep,unique,True,84590893
6322824,84591242,experience,예림짱성현짱,소재도 시원시원해서 너무 좋아요 다만 저 같은 고등학생 여성분들이 입기에는 좀 커요ㅠㅠ 그래도 이게 진짜 좋은게 길이가 팔뚝살을 딱 가려주는 정도라서 팔뚝살 커버하기 진짜 좋아요 그리고 제가 원래 필루미네이트의 다른 옷들도 좋아하는데 이 반팔티 뿐만 아니라 이 브랜드의 다른 옷들도 같이 사시면 너무 좋을 것 같아요 이 브랜드에 이쁜 옷들 진짜 많아요 그리고 이 옷 입을때 저처럼 그레이 버뮤다팬츠에 같이 코디해서 입으시면 이쁠 것 같아요 이 엇아 손에 잘 잡혀서 학교나 학원 다닐 때 휘뚜르 마뚜르 입고 다니기 좋아요. 올 여름은 이 반팔티 덕분에 딱히 옷 살 걱정 없을 것 같아요. 프린팅도 예쁘고 네이비 색깔도 예뻐서 여기저기 웬만한 옷들에 코디했을 때 다 괜찮아요. 힙하고 요즘스럽게 입기 너무 좋습니당!,3.0,True,S,158.0,45.0,여성,2026-05-19 20:48:54,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,S,,2026,5,19,화,3,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,1.0,1.0,0.0,0.0,,,소재도 시원시원해서 너무 좋아요 다만 저 같은 고등학생 여성분들이 입기에는 좀 커요ㅠㅠ 그래도 이게 진짜 좋은게 길이가 팔뚝살을 딱 가려주는 정도라서 팔뚝살 커버하기 진짜 좋아요 그리고 제가 원래 필루미네이트의 다른 옷들도 좋아하는데 이 반팔티 뿐만 아니라 이 브랜드의 다른 옷들도 같이 사시면 너무 좋을 것 같아요 이 브랜드에 이쁜 옷들 진짜 많아요 그리고 이 옷 입을때 저처럼 그레이 버뮤다팬츠에 같이 코디해서 입으시면 이쁠 것 같아요 이 엇아 손에 잘 잡혀서 학교나 학원 다닐 때 휘뚜르 마뚜르 입고 다니기 좋아요. 올 여름은 이 반팔티 덕분에 딱히 옷 살 걱정 없을 것 같아요. 프린팅도 예쁘고 네이비 색깔도 예뻐서 여기저기 웬만한 옷들에 코디했을 때 다 괜찮아요. 힙하고 요즘스럽게 입기 너무 좋습니당!,소재도시원시원해서너무좋아요다만저같은고등학생여성분들이입기에는좀커요그래도이게진짜좋은게길이가팔뚝살을딱가려주는정도라서팔뚝살커버하기진짜좋아요그리고제가원래필루미네이트의다른옷들도좋아하는데이반팔티뿐만아니라이브랜드의다른옷들도같이사시면너무좋을것같아요이브랜드에이쁜옷들진짜많아요그리고이옷입을때저처럼그레이버뮤다팬츠에같이코디해서입으시면이쁠것같아요이엇아손에잘잡혀서학교나학원다닐때휘뚜르마뚜르입고다니기좋아요올여름은이반팔티덕분에딱히옷살걱정없을것같아요프린팅도예쁘고네이비색깔도예뻐서여기저기웬만한옷들에코디했을때다괜찮아요힙하고요즘스럽게입기너무좋습니당,0,2,1,0,0,False,398,285,398,True,예림짱성현짱,"('S', None)",0,False,1,keep,unique,True,84591242
6140944,84592015,general,북극곰이에오,스트라이프 반팔 티가 필요해서 샀어요 제일 이뻐요,5.0,False,MELANGE GREY · L,181.0,77.0,남성,2026-05-19 21:07:50,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,filluminate,상의,L,MELANGE GREY,2026,5,19,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,스트라이프 반팔 티가 필요해서 샀어요 제일 이뻐요,스트라이프반팔티가필요해서샀어요제일이뻐요,0,0,0,0,0,False,27,21,27,True,북극곰이에오,"('L', 'MELANGE GREY')",0,False,1,keep,unique,True,84592015
6322743,84592105,experience,김ㅇ앵ㅇㅇ,티셔츠 심플하고 로고도 앞에만 있어서 깔끔하고 편합니다 색상도 그대로 그레이 색상이고 티셔츠 원단도 괜찮은편이라 피부에 이상 없이 잘 입고 있습니다 넉넉하게 살짝 오버핏 되는 크기라 편하게 입을 수 있는게 큰 장점입니다 배송도 빠르고 포장도 깔끔하게 왔으며 착용감도 부드러워서 요즘 제 최애 데일리 아이템이 되었습니다. 신축성 좋고 착용시 활동하기에도 편해서 자주 손이 가는 제품입니다 다른 색상도 추가 구매 의사 있습니다! 고민하시는 분들 구매하셔도 후회 안하실 것 같습니다. 추천합니다!,5.0,True,S,167.0,53.0,missing,2026-05-19 21:09:54,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,S,,2026,5,19,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,티셔츠 심플하고 로고도 앞에만 있어서 깔끔하고 편합니다 색상도 그대로 그레이 색상이고 티셔츠 원단도 괜찮은편이라 피부에 이상 없이 잘 입고 있습니다 넉넉하게 살짝 오버핏 되는 크기라 편하게 입을 수 있는게 큰 장점입니다 배송도 빠르고 포장도 깔끔하게 왔으며 착용감도 부드러워서 요즘 제 최애 데일리 아이템이 되었습니다. 신축성 좋고 착용시 활동하기에도 편해서 자주 손이 가는 제품입니다 다른 색상도 추가 구매 의사 있습니다! 고민하시는 분들 구매하셔도 후회 안하실 것 같습니다. 추천합니다!,티셔츠심플하고로고도앞에만있어서깔끔하고편합니다색상도그대로그레이색상이고티셔츠원단도괜찮은편이라피부에이상없이잘입고있습니다넉넉하게살짝오버핏되는크기라편하게입을수있는게큰장점입니다배송도빠르고포장도깔끔하게왔으며착용감도부드러워서요즘제최애데일리아이템이되었습니다신축성좋고착용시활동하기에도편해서자주손이가는제품입니다다른색상도추가구매의사있습니다고민하시는분들구매하셔도후회안하실것같습니다추천합니다,0,0,2,0,0,False,274,204,274,True,김ㅇ앵ㅇㅇ,"('S', None)",0,False,1,keep,unique,True,84592105
4969807,84592309,general,스지녕,이 가격에 좋은 품질 디자인 감사합니다 추천드려요,5.0,False,BLACK · XL,165.0,70.0,남성,2026-05-19 21:14:16,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,XL,BLACK,2026,5,19,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,이 가격에 좋은 품질 디자인 감사합니다 추천드려요,이가격에좋은품질디자인감사합니다추천드려요,0,0,0,0,0,False,27,21,27,True,스지녕,"('XL', 'BLACK')",0,False,2,keep,multi_type_unique,True,84592309
4969807,84592340,style,스지녕,이 가격에 좋은 품질과 디자인 감사합니다 추천합니다,5.0,False,BLACK · XL,165.0,70.0,남성,2026-05-19 21:14:57,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,2,filluminate,하의,XL,BLACK,2026,5,19,화,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,이 가격에 좋은 품질과 디자인 감사합니다 추천합니다,이가격에좋은품질과디자인감사합니다추천합니다,0,0,0,0,0,False,28,22,28,True,스지녕,"('XL', 'BLACK')",0,False,2,keep,multi_type_unique,True,84592340
﻿3132774,84592349,style,감자외,무난해서 나갈 때 자주 입어요 프린팅도 까리하고 좋아ㅛ,5.0,False,SMALL,167.0,55.0,남성,2026-05-19 21:15:12,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,travel,상의,SMALL,,2026,5,19,화,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,무난해서 나갈 때 자주 입어요 프린팅도 까리하고 좋아ㅛ,무난해서나갈때자주입어요프린팅도까리하고좋아,0,0,0,0,0,False,30,22,30,True,감자외,"('SMALL', None)",0,False,1,keep,unique,True,84592349
6108854,84592845,style,경쾌한독일퀄팅백,무늬가 촘촘하고 약간 크롭해 제 체형에 맞아서 정말 좋았어요,5.0,False,S,175.0,55.0,남성,2026-05-19 21:27:35,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 구김: 거의 없음,True,0,filluminate,상의,S,,2026,5,19,화,5,응답,정사이즈,화면과 비슷,좋음,거의 없음,,,,4.0,,,4.0,0.0,0.0,0.0,0.0,,,무늬가 촘촘하고 약간 크롭해 제 체형에 맞아서 정말 좋았어요,무늬가촘촘하고약간크롭해제체형에맞아서정말좋았어요,0,0,0,0,0,False,33,25,33,True,경쾌한독일퀄팅백,"('S', None)",0,False,1,keep,unique,True,84592845
3455882,84592870,general,Hybery,마감도 괜찮았고 촉감이 까슬거리지 않아서 좋았습니다,5.0,False,L,178.0,84.0,남성,2026-05-19 21:28:14,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 두께감: 매우 두꺼움,False,0,filluminate,아우터,L,,2026,5,19,화,5,응답,정사이즈,화면과 비슷,매우 좋음,,매우 두꺼움,,,5.0,,5.0,,0.0,0.0,0.0,0.0,,,마감도 괜찮았고 촉감이 까슬거리지 않아서 좋았습니다,마감도괜찮았고촉감이까슬거리지않아서좋았습니다,0,0,0,0,0,False,28,23,28,True,Hybery,"('L', None)",0,False,1,keep,unique,True,84592870
