goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,보온성,퀄리티_점수,보온성_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대,리뷰내용_clean,리뷰내용_norm,laugh_count,cry_count,exclamation_count,question_count,emoji_count,has_repetition,text_length_orig,한글_글자수,전체_글자수,is_valid_for_topic,작성자_norm,옵션키,세션,long_gap_review,그룹크기,action,dup_flag,is_base,kept_id
3048838,84813863,general,룰룰룰루리,오픈니가귀엽네요 디테일이약간아쉽지만좋아요,5.0,False,LARGE,183.0,79.0,남성,2026-05-29 13:21:34,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,travel,하의,LARGE,,2026,5,29,금,5,응답,조금 큼,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,1.0,1.0,0.0,0.0,오픈니가귀엽네요 디테일이약간아쉽지만좋아요,오픈니가귀엽네요디테일이약간아쉽지만좋아요,0,0,0,0,0,False,22,21,22,True,룰룰룰루리,"('LARGE', None)",0,False,4.0,drop,multi_option_type_dup,False,84813855
3048838,84813873,style,룰룰룰루리,오픈니가귀엽네요 디테일이약간아쉽지만좋아요,5.0,False,LARGE,183.0,79.0,남성,2026-05-29 13:21:59,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,travel,하의,LARGE,,2026,5,29,금,5,응답,조금 큼,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,1.0,1.0,0.0,0.0,오픈니가귀엽네요 디테일이약간아쉽지만좋아요,오픈니가귀엽네요디테일이약간아쉽지만좋아요,0,0,0,0,0,False,22,21,22,True,룰룰룰루리,"('LARGE', None)",0,False,4.0,drop,multi_option_dup,False,84813855
4969807,84816295,style,핵심적인성수조끼,새로운 색상에 도전했는데 핏도좋고 이쁘네요~ 편하게 잘 입을거 같아요,5.0,False,BROWN · XL,182.0,85.0,남성,2026-05-29 15:15:57,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,XL,BROWN,2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,새로운 색상에 도전했는데 핏도좋고 이쁘네요~ 편하게 잘 입을거 같아요,새로운색상에도전했는데핏도좋고이쁘네요편하게잘입을거같아요,0,0,0,0,0,False,38,29,38,True,핵심적인성수조끼,"('XL', 'BROWN')",0,False,2.0,drop,multi_type_dup,False,84816280
6322746,84821640,general,쓰묵,할인해서 저렴한 가격에 괜찮은 아이템 득템했어요,5.0,False,L,184.0,82.0,남성,2026-05-29 19:17:19,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,L,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,할인해서 저렴한 가격에 괜찮은 아이템 득템했어요,할인해서저렴한가격에괜찮은아이템득템했어요,0,0,0,0,0,False,26,21,26,True,쓰묵,"('L', None)",0,False,2.0,drop,multi_type_dup,False,84821071
4728678,84822754,general,김_규_리,무신사 짱이에요. 받아보니 더 마음에 들고 배송도 빨라요~,5.0,False,M,180.0,80.0,missing,2026-05-29 20:11:56,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 두께감: 적당함,False,0,filluminate,아우터,M,,2026,5,29,금,5,응답,정사이즈,화면과 비슷,보통,,적당함,,,3.0,,,3.0,,0.0,0.0,0.0,0.0,무신사 짱이에요. 받아보니 더 마음에 들고 배송도 빨라요~,무신사짱이에요받아보니더마음에들고배송도빨라요,0,0,0,0,0,False,32,23,32,True,김_규_리,"('M', None)",0,False,2.0,drop,same_option_same_type_dup,False,84822041
6322928,84828539,style,힣헿훟힣,엄청 얇지 않은 원단이면서도 가볍고 통기성 좋은게 느껴집니다,5.0,False,L,182.0,68.0,남성,2026-05-30 01:39:14,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 신축성: 강함,True,0,filluminate,하의,L,,2026,5,30,토,5,응답,정사이즈,화면과 비슷,좋음,,,강함,,4.0,,4.0,,,0.0,0.0,0.0,0.0,엄청 얇지 않은 원단이면서도 가볍고 통기성 좋은게 느껴집니다,엄청얇지않은원단이면서도가볍고통기성좋은게느껴집니다,0,0,0,0,0,False,33,26,33,True,힣헿훟힣,"('L', None)",0,False,2.0,drop,multi_type_dup,False,84828523
4969807,84830269,style,슬기로운체코포멀,색감도 좋고 와이드하면서도 마냥 펑퍼짐하지 않아 좋습니다,5.0,False,INDIGO · XL,184.0,105.0,남성,2026-05-30 08:32:26,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,XL,INDIGO,2026,5,30,토,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,색감도 좋고 와이드하면서도 마냥 펑퍼짐하지 않아 좋습니다,색감도좋고와이드하면서도마냥펑퍼짐하지않아좋습니다,0,0,0,0,0,False,31,25,31,True,슬기로운체코포멀,"('XL', 'INDIGO')",0,False,2.0,drop,multi_type_dup,False,84830252
4969807,84830778,general,특별한청록니트,린넨 바지 느낌이라 시원하게 입을 수 있을것 같고 허리부분 밴딩이라 편하게 입을것 같아요!,5.0,False,LIGHT BLUE · L,163.0,68.0,여성,2026-05-30 09:22:16,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,L,LIGHT BLUE,2026,5,30,토,5,응답,조금 큼,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,1.0,1.0,0.0,0.0,린넨 바지 느낌이라 시원하게 입을 수 있을것 같고 허리부분 밴딩이라 편하게 입을것 같아요!,린넨바지느낌이라시원하게입을수있을것같고허리부분밴딩이라편하게입을것같아요,0,0,1,0,0,False,50,37,50,True,특별한청록니트,"('L', 'LIGHT BLUE')",0,False,2.0,drop,multi_option_dup,False,84830771
987149,84831744,general,별이왕,아이 오버핏으로 맞겠다 생각했는데... 커서 제가 입으니 완전 딱^^ 꼭 일부러 주문한 거 같네요. 아들 것도 한치수 내려서 주문해야겠어요,4.0,False,다크그레이 · XL,174.0,85.0,남성,2026-05-30 10:32:59,사이즈: 조금 큼 / 화면 대비 색감: 밝음 / 두께감: 적당함 / 신축성: 적당함,False,0,jemut,상의,XL,다크그레이,2026,5,30,토,4,응답,조금 큼,밝음,,,적당함,적당함,,,,3.0,3.0,,1.0,1.0,1.0,1.0,아이 오버핏으로 맞겠다 생각했는데... 커서 제가 입으니 완전 딱^^ 꼭 일부러 주문한 거 같네요. 아들 것도 한치수 내려서 주문해야겠어요,아이오버핏으로맞겠다생각했는데커서제가입으니완전딱꼭일부러주문한거같네요아들것도한치수내려서주문해야겠어요,0,0,0,0,0,True,77,53,77,True,별이왕,"('XL', '다크그레이')",0,False,2.0,drop,multi_option_dup,False,84831718
4969807,84832157,general,손님0000,린넨이어서 한여름에 입어도 시원할 것 같아요 대신 기장이 좀 깁니다. 바닥에 질질 끌려서 기장 수선은 해야할 것 같아요,5.0,False,BEIGE · M,169.0,62.0,남성,2026-05-30 10:56:11,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,M,BEIGE,2026,5,30,토,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,린넨이어서 한여름에 입어도 시원할 것 같아요 대신 기장이 좀 깁니다. 바닥에 질질 끌려서 기장 수선은 해야할 것 같아요,린넨이어서한여름에입어도시원할것같아요대신기장이좀깁니다바닥에질질끌려서기장수선은해야할것같아요,0,0,0,0,0,False,66,48,66,True,손님0000,"('M', 'BEIGE')",0,False,2.0,drop,multi_option_dup,False,84832151
1884943,84836929,style,그거입는거야,오버핏인데 s사이즈 입으니 딱 맞네요.  원하던 사이즈에요,4.0,False,SMALL,173.0,63.0,남성,2026-05-30 14:51:33,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,travel,상의,SMALL,,2026,5,30,토,4,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,오버핏인데 s사이즈 입으니 딱 맞네요. 원하던 사이즈에요,오버핏인데s사이즈입으니딱맞네요원하던사이즈에요,0,0,0,0,0,False,32,23,31,True,그거입는거야,"('SMALL', None)",0,False,2.0,drop,multi_type_dup,False,84836914
4987047,84843106,general,너그러운전주로퍼,"군더더기 없는 깔끔한 블랙 컬러의 기본 티셔츠입니다. 원단이 탄탄하고 비침이 없어서 단품으로 입기에도 아주 좋습니다. 핏이 너무 붙지도, 과하게 크지도 않아서 딱 예쁜 데일리 핏이 나오네요. 세탁 후에도 색 빠짐이 적고 형태가 잘 유지되어 가성비 최고의 만족스러운 쇼핑이었습니다. 어떤 코디에나 무난하게 잘 어울리는 만능 아이템이라 깔별로 소장해도 좋을 것 같아요.",5.0,False,블랙 · L,173.0,60.0,남성,2026-05-30 20:04:35,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,jemut,상의,L,블랙,2026,5,30,토,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,,3.0,3.0,,0.0,0.0,0.0,0.0,"군더더기 없는 깔끔한 블랙 컬러의 기본 티셔츠입니다. 원단이 탄탄하고 비침이 없어서 단품으로 입기에도 아주 좋습니다. 핏이 너무 붙지도, 과하게 크지도 않아서 딱 예쁜 데일리 핏이 나오네요. 세탁 후에도 색 빠짐이 적고 형태가 잘 유지되어 가성비 최고의 만족스러운 쇼핑이었습니다. 어떤 코디에나 무난하게 잘 어울리는 만능 아이템이라 깔별로 소장해도 좋을 것 같아요.",군더더기없는깔끔한블랙컬러의기본티셔츠입니다원단이탄탄하고비침이없어서단품으로입기에도아주좋습니다핏이너무붙지도과하게크지도않아서딱예쁜데일리핏이나오네요세탁후에도색빠짐이적고형태가잘유지되어가성비최고의만족스러운쇼핑이었습니다어떤코디에나무난하게잘어울리는만능아이템이라깔별로소장해도좋을것같아요,0,0,0,0,0,False,204,149,204,True,너그러운전주로퍼,"('L', '블랙')",0,False,3.0,drop,multi_type_dup,False,84843166
994588,84846959,style,하기싫다닉네임,구김은 아무래도 소재 특성상 생길수밖에 없고 조금 잘 생기는거 같아요 린넨치고 얇거나 부들부들한건 아니고 조금 질감이 더 있는거 같아요 오버핏이라 넉넉해서 네이비색 잘 입고 다니다가 맘에 들어서 이번엔 화이트로 샀는데 좋습니다 ㅎㅎ,5.0,False,L(린넨),170.0,97.0,남성,2026-05-30 22:59:18,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 많음,True,0,filluminate,상의,L,(린넨),2026,5,30,토,5,응답,정사이즈,화면과 비슷,보통,많음,,,,3.0,,,,2.0,0.0,0.0,0.0,0.0,구김은 아무래도 소재 특성상 생길수밖에 없고 조금 잘 생기는거 같아요 린넨치고 얇거나 부들부들한건 아니고 조금 질감이 더 있는거 같아요 오버핏이라 넉넉해서 네이비색 잘 입고 다니다가 맘에 들어서 이번엔 화이트로 샀는데 좋습니다 ㅎㅎ,구김은아무래도소재특성상생길수밖에없고조금잘생기는거같아요린넨치고얇거나부들부들한건아니고조금질감이더있는거같아요오버핏이라넉넉해서네이비색잘입고다니다가맘에들어서이번엔화이트로샀는데좋습니다,2,0,0,0,0,False,129,96,129,True,하기싫다닉네임,"('L', '(린넨)')",1,True,2.0,drop,same_option_same_type_dup,False,﻿84846959
4969807,84864069,style,빩뾹,여름에 입어도 괜찮을 정도로 얇은데 비침은 또 없네요 좋습니당,5.0,False,BEIGE · XL,184.0,77.0,남성,2026-05-31 20:19:11,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,XL,BEIGE,2026,5,31,일,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,,3.0,,,0.0,0.0,0.0,0.0,여름에 입어도 괜찮을 정도로 얇은데 비침은 또 없네요 좋습니당,여름에입어도괜찮을정도로얇은데비침은또없네요좋습니당,0,0,0,0,0,False,34,26,34,True,빩뾹,"('XL', 'BEIGE')",0,False,2.0,drop,multi_type_dup,False,84864056
